question,document
How do I point dbt Cloud to a subfolder in my GitHub repo as the project root?,c7ca760fed
Where can I set the project subdirectory in dbt Cloud?,c7ca760fed
Can dbt Cloud use just one folder inside my repository instead of the whole repo?,c7ca760fed
Is there a way to change the dbt project root to a subdirectory in GitHub?,c7ca760fed
What setting in dbt Cloud lets me choose a repo subdirectory for the project?,c7ca760fed
How do I fix the dbt error saying a model depends on a source that was not found?,3ce6d0445f
What should I change in my SQL model if dbt can’t find the source table name?,3ce6d0445f
"Why am I getting a compilation error about a missing source in dbt, and how do I point it to the right table?",3ce6d0445f
"In Module 4 dbt, what do I need to update when my model references a source that doesn’t exist?",3ce6d0445f
How should the `source()` call look if I want dbt to read from an existing BigQuery or Postgres table?,3ce6d0445f
"Why do I get a dbt compilation error saying a model depends on a seed that cannot be found in production, and how do I fix it?",2d17397995
"When I deploy to the production branch, my model can’t find the seed file — what should I check in my repo and Git branches?",2d17397995
"Could this compilation error be because I didn’t open a PR from dev to main, or because the seed CSV is ignored?",2d17397995
My model works locally but fails in production with a missing seed node error; what folders and gitignore settings should I verify?,2d17397995
What’s the usual fix when dbt says a referenced seed doesn’t exist in the production environment?,2d17397995
"Why does my GitHub repo throw an error saying 'taxi_zone_lookup' not found when I load it, and how do I fix it?",fd607affe5
I'm following the dbt module and the seed table isn't being picked up — do I need to rename the 'data' folder or something else?,fd607affe5
What should I change in my repo if dbt can't find 'taxi_zone_lookup' during loading?,fd607affe5
My seed data isn't loading from GitHub in Module 4; is the folder supposed to be called 'seed' instead of 'data'?,fd607affe5
How can I resolve the missing 'taxi_zone_lookup' exception when using seed files in this course?,fd607affe5
Why does my fact_trips row count change every time I run the model again?,d9072c7279
What should I add to the staging dedupe logic so the output stays the same on reruns?,d9072c7279
"I’m partitioning by vendor_id and pickup_datetime and taking rn=1, but results keep shifting — what am I missing?",d9072c7279
How do I make the two staging files deterministic so fact_trips doesn’t drop a different number of rows each time?,d9072c7279
"Is the fix for inconsistent fact_trips counts just adding an ORDER BY to the window function, or do I need more columns too?",d9072c7279
Why am I getting a CREATE TABLE error about duplicate column name locationid when I run my dbt model?,1d2222e38a
"Could this duplicate locationid issue be caused by using SELECT * in a join, and how do I fix it?",1d2222e38a
"In my dbt query, I join fhv with pickup_zone and dropoff_zone, but the table creation fails — what’s going on?",1d2222e38a
How should I change a query that uses SELECT * from fhv so it doesn’t create duplicate columns after joins?,1d2222e38a
What’s the right way to write the final SELECT in this model if I only want columns from fhv and not the joined zone tables?,1d2222e38a
Why am I getting a bad int64 value error when I load green taxi parquet data into BigQuery?,9f2048fc73
"What’s the best way to handle columns like ehail_fee, ratecodeid, trip_type, or payment_type when parquet says DOUBLE but dbt expects INT64?",9f2048fc73
"Should I use safe_cast in dbt for these green tripdata columns, and when is numeric better than integer?",9f2048fc73
Can I just remove ehail_fee from the model instead of fixing the cast error?,9f2048fc73
How do I deal with values like 1.0 or 2.0 in parquet so BigQuery can cast them to int64 without failing?,9f2048fc73
"Why am I getting ""the - vars argument must be a YAML dictionary, but was of type str"" in dbt run?",57767e983b
How do I format the dbt --var flag so it gets read as a dictionary instead of a string?,57767e983b
"Do I need to write dbt run --var with a space after the colon, or can it be without one?",57767e983b
"In the dbt command, what’s the correct way to pass is_test_run as false?",57767e983b
My environment type is greyed out in the setup page — do I actually need to change it for the course?,57767e983b
"Why am I getting ""Could not parse the dbt project"" when I try to run the repo?",8ab8329fea
Is there a setting I need to change if dbt says the project isn’t valid?,8ab8329fea
Do I have to use a custom branch for the environment in Module 4?,8ab8329fea
What causes the dbt project parse error in the analytics engineering setup?,8ab8329fea
How do I fix the repository error that says it can’t parse the dbt project?,8ab8329fea
How can I move my dbt project from the dbt Cloud managed repo over to my GitHub repo without breaking anything?,c547b5d5e5
"What’s the proper way to export a dbt Cloud repository, upload it to GitHub, and then reconnect dbt to that GitHub repo?",c547b5d5e5
"Do I need to disconnect the managed repository in dbt Cloud after copying the project files to GitHub, and where do I do that?",c547b5d5e5
"After I link my GitHub repo to dbt Cloud, what should I click in Studio to rebuild the project folders/files?",c547b5d5e5
"Can I keep my dbt project inside a subfolder in my GitHub repo instead of the repo root, and is there a separate guide for that?",c547b5d5e5
"I updated my dbt models and pushed to my dev branch, but the job still seems to use the old version. What am I missing?",ee3f7f89ba
"After changing my modeling files and committing to the development branch, why does the job keep running the previous file?",ee3f7f89ba
Do I need to merge my branch first if the job is still picking up the old dbt model after my commit?,ee3f7f89ba
"I made edits in the dev branch, but the run doesn’t reflect them yet. Should I switch to main and open a pull request?",ee3f7f89ba
Why is my analytics engineering job not seeing the latest model changes even after I committed them to the development branch?,ee3f7f89ba
"I connected GitHub and BigQuery to dbt, but my Develop tab is still empty. What am I missing?",dfd4ddbf39
Do I need to set up a development environment before anything appears in dbt Develop?,dfd4ddbf39
Why don’t I see any models in dbt after linking my GitHub repo and BigQuery project?,dfd4ddbf39
What should I configure first in dbt so I can actually start developing a model?,dfd4ddbf39
"After setting up dbt with GitHub and BigQuery, do I also need a deployment environment to run jobs?",dfd4ddbf39
How do I run `stg_green_tripdata` in dbt if `dbt run --models stg_green_tripdata --var 'is_test_run: false'` gives no output?,778635395f
Is there a different dbt command I should use for the tutorial instead of `--models` and `--var`?,778635395f
What’s the correct syntax for running `stg_green_tripdata` with `is_test_run` set to false?,778635395f
Why doesn’t `dbt run --models stg_green_tripdata --var 'is_test_run: false'` work in this module?,778635395f
Can you show the working dbt command for this step in the analytics engineering lesson?,778635395f
"Why do I get `ModuleNotFoundError: No module named 'pytz'` when I run dbt in Docker for BigQuery, and what should I change in the Dockerfile?",e5b8322bee
"I followed the dbt BigQuery Docker setup, did `docker-compose build` and `docker-compose run dbt-bq-dtc init`, but it crashes with a missing `pytz` module — how do I fix it?",e5b8322bee
What’s the fix for the `No module named 'pytz'` error in the dbt Docker image used for the analytics engineering module?,e5b8322bee
"After setting up dbt with Docker from the course README, I’m seeing a `ModuleNotFoundError` for `pytz`; is there a package I need to install in the image?",e5b8322bee
